tt,id_bv,name,khoa,gio_kham_bt,gio_kham_ng,gio_kham_dv,kham_dv,ghi_chu,nguoi_dien,link,,,,,,,,,,,,,,,,,,
147,ĐK PKĐK91,Phòng khám đa khoa thuộc Công ty Cổ phần Trung tâm Y khoa Thành Công,"Khoa tai mũi  họng 
Khoa răng hàm mặt 
Khoa nhi  
Sản - phụ khoa  
Khoa nội  
Khoa ngoại  
Khoa mắt  
Chuẩn đoán hình ảnh  
Phòng  xét nghiệm ","Thứ 2 - Thứ 7: 7:30 - 19:30

Chủ nhật: 7:30 - 11:30 ",,,,,Vy Lê,http://www.thanhcongclinic.com/vi/ ,,,,,,,,,,,,,,,,,,
148,ĐK PKĐK92,Phòng khám đa khoa thuộc Công ty TNHH Phòng khám đa khoa Hy Vọng,,,,,,,Vy Lê,http://www.phongkhamhyvong.com/ ,,,,,,,,,,,,,,,,,,
149,ĐK PKĐK93,Phòng khám đa khoa thuộc Công ty TNHH Sản Xuất Thương Mại Dịch vụ Riết Thân,"Khoa Cận lâm sàng Tổng quát
Khoa Da liễu
Khoa Nhi
Khoa Tai – Mũi – Họng
Khoa Răng – Hàm – Mặt
Khoa Ngoại Tổng quát
Khoa Nội Tổng quát: thần kinh, tiết niệu, tiêu hóa, gan mật,…
Khoa Mắt
Khoa Chủng ngừa
Sản phụ khoa
Chẩn đoán hình ảnh
Xét nghiệm ",Thứ 2 – Chủ nhật: từ 8 giờ sáng – 19 giờ tối. ,,,,,Vy Lê,https://thuocdantoc.vn/phong-kham-da-khoa-cho-cau.html ,,,,,,,,,,,,,,,,,,
150,ĐK PKĐK94,Phòng khám đa khoa thuộc Công ty TNHH Đa khoa Phước  Sơn,"Nội, Ngoại, Sản, Nhi, Mắt, Tai Mũi Họng, Răng Hàm Mặt, Tim Mạch, Mạch máu, Phổi, Thận tiết Niệu, Tiêu hóa Gan mật, Da Liễu, Cơ xương khớp, Chấn thương, Phục hồi chức năng, Thần kinh, Nội tiết, Nam khoa và vô sinh, Cấp cứu, Xét nghiệm, Chẩn đoán hình ảnh gồm siêu âm, X quang, Nội soi, Đo loãng xương hiện đại bằng X ray ",,,,,,Vy Lê,https://www.facebook.com/YtehangdauThuDuc/,,,,,,,,,,,,,,,,,,
151,ĐK PKĐK95,Phòng khám đa khoa thuộc Công ty Cổ phần Y khoa CHAC 2,"Hô hấp người lớn
Hô hấp trẻ em
Xét nghiệm
Phòng khám Tổng quát
Nội soi tiêu hóa
Nhà thuốc
Chẩn đoán hình ảnh
Tai – Mũi – Họng","
Thứ 2 - Thứ 7: 7h30 - 16h30
Tối thứ 5 : 17h - 19h
Chủ nhật  : 7h30 - 11h30 ",,,"Khám hẹn giờ  
Đo  nồng  độ cồn  online",,Vy Lê,http://chac.vn/ ,,,,,,,,,,,,,,,,,,
152,ĐK PKĐK96,Phòng khám đa khoa thuộc Công ty TNHH Phòng khám đa khoa Khu Công Nghiệp Tân Tạo,,,,,,,Vy Lê,,,,,,,,,,,,,,,,,,,
153,ĐK PKĐK97,Phòng khám đa khoa thuộc Chi nhánh Công ty TNHH Bệnh viện Quốc tế Doctor Khoa,"Tai - mũi  - họng  
Răng  - hàm - mặt  
Đo điện tim - điện  não 
Khám nhi  
Khám phụ khoa  
Chuyên khoa siêu âm tổng quát 
Phòng khám nội 
Phòng  tiểu  phẫu  
Phòng nội soi  
Hồi  sức - Cấp  cứu  
Phòng X quang 
Phòng  xét  nghiệm  ",Thứ 2 – Chủ nhật: 7h00-20h30 ,,,,,Vy Lê,https://drkhoa.com/ ,,,,,,,,,,,,,,,,,,
154,ĐK PKĐK98,Phòng khám đa khoa thuộc Công ty TNHH Vigor Health,,"Thứ 2 - Thứ 7
- Sáng: 07:30 - 11:30
- Chiều: 13:00 - 17:00",,,,,Vy Lê,https://vigorhealth.com.vn/ ,,,,,,,,,,,,,,,,,,
155,ĐK PKĐK99,Phòng khám đa khoa thuộc Trung tâm Y tế Quận Phú Nhuận,,,,,,,Vy Lê,http://trungtamytephunhuan.medinet.gov.vn/phong-kham-da-khoa-c16096.aspx ,,,,,,,,,,,,,,,,,,
156,ĐK PKĐK100,Phòng khám đa khoa thuộc Công ty TNHH Y Hoàng Anh Dũng,,,,,,,Vy Lê,,,,,,,,,,,,,,,,,,,
157,ĐK PKĐK101,Phòng khám đa khoa thuộc Công ty TNHH Dịch vụ Y tế và phòng khám đa khoa Tâm An,"Vật lí trị liệu - phục  hồi  chức  năng  
Cấp  cứu  
Nội  tổng  quát  
Ngoại  tổng  quát  
Y  học gia đình 
Phụ sản
Nhi  
Y học cổ truyền  
Cơ  xương khớp 
Tai - mũi  - họng 
Mắt 
Răng  - hàm - mặt  
Da liễu 
Xét nghiệm  
Chuẩn đoán hình ảnh",,,,,,Vy Lê,http://phongkhamtaman.com/ ,,,,,,,,,,,,,,,,,,
158,ĐK PKĐK102,PKĐK thuộc TTYT Quận 4,"Chuyên khoa nội 
Chuyên  khoa  nhi  
Chuyên khoa sản 
Chuyên  khoa ngoại  
Chuyên  khoa y học cổ truyền  
Chuyên khoa răng hàm mặt
Chuyên khoa xét nghiệm và chuẩn đoán  hình ảnh ",,,,,,Vy Lê,http://trungtamytequan4.medinet.gov.vn/phong-kham-da-khoa/phong-kham-da-khoa-thuoc-trung-tam-y-te-quan-4-cmobile16070-15603.aspx# ,,,,,,,,,,,,,,,,,,
159,ĐK PKĐK103,Phòng khám đa khoa thuộc Công ty TNHH DYM Medical Center Việt Nam,,"Thứ 2 - Thứ  7: 8:00 - 17:00 
Nghỉ  chủ  nhật  ",,,,,Vy Lê,https://dymmedicalcenter.com.vn/en/ ,,,,,,,,,,,,,,,,,,
160,ĐK PKĐK104,Phòng khám đa khoa thuộc Công ty Cổ phần Dịch vụ Y tế và Thương Mai Nhân Việt,"Khoa nội 
Khoa  ngoại  
Khoa sản 
Khoa nhi 
Khoa  da  liễu  
Khoa mắt  
Khoa răng  hàm mặt 
Khoa tai mũi  họng ",7:00 - 20:00 các  ngày  trong  tuần  ,,,,,Vy Lê,https://phongkhamnhanviet.com/ ,,,,,,,,,,,,,,,,,,
161,ĐK PKĐK105,Phòng khám đa khoa thuộc Công ty TNHH Phòng khám đa khoa Việt Mỹ Sài Gòn,"Khoa Nội Tiêu Hóa
Khoa Nội Tổng Quát
Khoa Nội Tuần Hoàn
Khoa Tai Mũi Họng
Khoa Thận - Nội tiết
Lão Khoa
Nhi Khoa
Phụ Khoa
Sản Khoa","CN:07:00 - 17:00
T2,T3,T4,T5,T6,T7:07:00 - 20:00",,,,,Vy Lê,https://timbenhvien.vn/chi-tiet/phong-kham-da-khoa-viet-my/2091 ,,,,,,,,,,,,,,,,,,
162,ĐK PKĐK106,Phòng khám đa khoa thuộc Sim Medical Center - Chi nhánh Công ty Cổ phần Sim Med,"Khoa sản 
Khoa  phụ  
Khoa  nhi  
Khoa nội tổng quát 
Khoa  ngoại  tổng  quát  
Khoa tai mũi họng  
Chuẩn đoán hình ảnh
Xét  nghiệm  
Tiêm  chủng  ",Thứ 2 - Chủ  nhật : 7:30 - 20:00 ,,,,,Vy Lê,https://www.simmed.vn/ ,,,,,,,,,,,,,,,,,,
163,ĐK PKĐK107,Phòng khám đa khoa Quốc tế Timec thuộc Công ty Cổ phần Chăm sóc Y tế Quốc  tế Tecco,"Khoa Xét Nghiệm
Khoa Chẩn Đoán Hình Ảnh
Khoa Ngoại Tổng Quát
Khoa Vật Lý Trị Liệu – Phục Hồi Chức Năng
Khoa Da Liễu
Sản Phụ Khoa
Khoa Tai Mũi Họng
Nha Khoa
Khoa Nhi
Khoa Nội Tổng Quát","Thứ 2 - Thứ 7: 7:30 - 17:30
Chủ nhật: 7:30 - 11:30 ",,,,,Vy Lê,https://timec.vn/ ,,,,,,,,,,,,,,,,,,
164,ĐK PKĐK108,Phòng khám đa khoa Quốc tế Leancare thuộc công ty Cổ phần Giải pháp Chăm sóc sức khỏe Tâm hợp,"Nội tim mạch 
Nội cơ xương khớp 
Tiêu hoá - gan  mật  
Nội  tiết  
Ngoại khoa 
Lão  khoa  
Nhi  khoa  
Phụ  khoa  
Tai  mũi  họng  
Nhãn khoa  
Nha  khoa  
Chuẩn đoán hình ảnh  
Xét nghiệm  ",,,,,,Vy Lê,http://leancare.com.vn/ ,,,,,,,,,,,,,,,,,,
165,ĐK PKĐK109,Phòng khám đa khoa thuộc Phòng khám Careplus Quận 1 - Chi nhánh Công ty TNHH Cityclinic Việt Nam,"Khoa Nội tổng quát
Khoa Nhi
Khoa Nha
Khoa Tim mạch
Khoa Hô hấp
Khoa Gan – Tiêu hóa
Khoa Nội thần kinh
Khoa Mắt
Khoa Tai – Mũi – Họng
Khoa Sản phụ khoa
Khoa Chẩn đoán hình ảnh
Khoa Xét nghiệm
Khoa Da liễu
Tiểu phẩu
","Thứ 2 - Thứ 6: 8:00 - 20:00
- 8:00 - 17:00 (Tất cả các chuyên khoa)
- 17:00 - 20:00 (Chuyên khoa Nhi & Xét nghiệm)
Thứ 7: 8:00 - 17:00 (Tất cả các chuyên khoa)
Chủ nhật: 8:00 - 12:00 (Chuyên khoa Nhi & Xét nghiệm) ",,,,trùng  với số 91,Vy Lê,https://careplusvn.com/vi/,,,,,,,,,,,,,,,,,,
166,ĐK PKĐK110,Phòng khám đa khoa Khánh Tâm – Công ty TNHH Y tế Thu An Khánh,"Sản – Phụ khoa
Chẩn đoán hình ảnh
Tai – Mũi – Họng
Răng – Hàm – Mặt
Da liễu
Mắt
Xét nghiệm",7:00 - 21:00 ,,,,,Vy Lê,,,,,,,,,,,,,,,,,,,
167,ĐK PKĐK111,Phòng khám đa khoa thuộc Công ty Cổ phần Đại Y,,"Thần kinh - Cột sống
Cơ xương khớp
Vật lý trị liệu & Phục hồi
Nội tổng quát
Tiết niệu - Nam khoa
Nha khoa
Điều trị vết thương
Chẩn đoán hình ảnh
Khoa xét nghiệm
Tiểu phẫu","Từ 6-20h hàng ngày.
Thứ 2 đến thứ 7 hàng tuần. ",,,,Vy Lê,https://daiyclinic.com/ ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
